Gene,Transcript,Exon
ENSG00000107249,ENST00000464391,ENSE00001918606
ENSG00000107249,ENST00000464391,ENSE00003556289
ENSG00000107249,ENST00000464391,ENSE00001878571
ENSG00000107249,ENST00000464391,ENSE00003513378
ENSG00000107249,ENST00000464391,ENSE00003692188
ENSG00000107249,ENST00000464391,ENSE00003626441
ENSG00000107249,ENST00000464391,ENSE00003920702
ENSG00000107249,ENST00000463680,ENSE00003556289
ENSG00000107249,ENST00000463680,ENSE00003513378
ENSG00000107249,ENST00000463680,ENSE00001853327
ENSG00000107249,ENST00000469833,ENSE00001893349
ENSG00000107249,ENST00000469833,ENSE00001878780
ENSG00000107249,ENST00000469833,ENSE00001826253
ENSG00000107249,ENST00000490709,ENSE00001530476
ENSG00000107249,ENST00000490709,ENSE00001878113
ENSG00000107249,ENST00000462164,ENSE00001919204
ENSG00000107249,ENST00000462164,ENSE00003508620
ENSG00000107249,ENST00000462164,ENSE00003513340
ENSG00000107249,ENST00000473846,ENSE00001919204
ENSG00000107249,ENST00000473846,ENSE00003527110
ENSG00000107249,ENST00000478315,ENSE00001855224
ENSG00000107249,ENST00000478315,ENSE00003508620
ENSG00000107249,ENST00000478315,ENSE00003513340
ENSG00000107249,ENST00000478844,ENSE00001873690
ENSG00000107249,ENST00000478844,ENSE00003508620
ENSG00000107249,ENST00000478844,ENSE00003513340
ENSG00000107249,ENST00000481827,ENSE00001873690
ENSG00000107249,ENST00000481827,ENSE00001780344
ENSG00000107249,ENST00000481827,ENSE00003567399
ENSG00000107249,ENST00000481827,ENSE00003513340
ENSG00000107249,ENST00000477901,ENSE00001707404
ENSG00000107249,ENST00000477901,ENSE00001780344
ENSG00000107249,ENST00000477901,ENSE00003567399
ENSG00000107249,ENST00000477901,ENSE00003513340
ENSG00000107249,ENST00000645097,ENSE00003821176
ENSG00000107249,ENST00000645097,ENSE00003818607
ENSG00000107249,ENST00000645097,ENSE00003508620
ENSG00000107249,ENST00000645097,ENSE00003826046
ENSG00000107249,ENST00000683998,ENSE00003824296
ENSG00000107249,ENST00000683998,ENSE00003508620
ENSG00000107249,ENST00000683998,ENSE00003826046
ENSG00000107249,ENST00000465708,ENSE00001707404
ENSG00000107249,ENST00000465708,ENSE00001839504
ENSG00000107249,ENST00000471664,ENSE00001931434
ENSG00000107249,ENST00000471664,ENSE00001847847
ENSG00000107249,ENST00000471664,ENSE00001835302
ENSG00000107249,ENST00000471664,ENSE00001931018
ENSG00000107249,ENST00000471664,ENSE00001839504
ENSG00000109501,ENST00000503569,ENSE00002055807
ENSG00000109501,ENST00000503569,ENSE00002067768
ENSG00000109501,ENST00000503569,ENSE00000701006
ENSG00000109501,ENST00000503569,ENSE00000701011
ENSG00000109501,ENST00000503569,ENSE00003648875
ENSG00000109501,ENST00000503569,ENSE00003689853
ENSG00000109501,ENST00000503569,ENSE00003635899
ENSG00000109501,ENST00000503569,ENSE00002061224
ENSG00000109501,ENST00000673991,ENSE00002055807
ENSG00000109501,ENST00000673991,ENSE00002067768
ENSG00000109501,ENST00000673991,ENSE00000701006
ENSG00000109501,ENST00000673991,ENSE00000701011
ENSG00000109501,ENST00000673991,ENSE00003648875
ENSG00000109501,ENST00000673991,ENSE00003689853
ENSG00000109501,ENST00000673991,ENSE00002027543
ENSG00000109501,ENST00000673991,ENSE00003896402
ENSG00000109501,ENST00000506588,ENSE00001317848
ENSG00000109501,ENST00000506588,ENSE00003468207
ENSG00000109501,ENST00000506588,ENSE00002085893
ENSG00000109501,ENST00000682275,ENSE00001317848
ENSG00000109501,ENST00000682275,ENSE00003467547
ENSG00000109501,ENST00000682275,ENSE00000701006
ENSG00000109501,ENST00000682275,ENSE00000701011
ENSG00000109501,ENST00000682275,ENSE00003648875
ENSG00000109501,ENST00000682275,ENSE00003689853
ENSG00000109501,ENST00000682275,ENSE00002027543
ENSG00000109501,ENST00000682275,ENSE00003920217
ENSG00000109501,ENST00000226760,ENSE00001317848
ENSG00000109501,ENST00000226760,ENSE00003467547
ENSG00000109501,ENST00000226760,ENSE00000701006
ENSG00000109501,ENST00000226760,ENSE00000701011
ENSG00000109501,ENST00000226760,ENSE00003648875
ENSG00000109501,ENST00000226760,ENSE00003689853
ENSG00000109501,ENST00000226760,ENSE00003635899
ENSG00000109501,ENST00000226760,ENSE00003474648
ENSG00000109501,ENST00000506362,ENSE00003897203
ENSG00000109501,ENST00000506362,ENSE00003896950
ENSG00000109501,ENST00000506362,ENSE00000701011
ENSG00000109501,ENST00000506362,ENSE00003648875
ENSG00000109501,ENST00000506362,ENSE00003689853
ENSG00000109501,ENST00000506362,ENSE00003635899
ENSG00000109501,ENST00000506362,ENSE00002042563
ENSG00000109501,ENST00000684087,ENSE00003922363
ENSG00000109501,ENST00000684087,ENSE00000701006
ENSG00000109501,ENST00000684087,ENSE00000701011
ENSG00000109501,ENST00000684087,ENSE00003648875
ENSG00000109501,ENST00000684087,ENSE00003689853
ENSG00000109501,ENST00000684087,ENSE00003635899
ENSG00000109501,ENST00000684087,ENSE00003917117
ENSG00000109501,ENST00000674051,ENSE00003897188
ENSG00000109501,ENST00000674051,ENSE00003897892
ENSG00000109501,ENST00000674051,ENSE00000701006
ENSG00000109501,ENST00000674051,ENSE00000701011
ENSG00000109501,ENST00000674051,ENSE00003896345
ENSG00000109501,ENST00000682059,ENSE00002067768
ENSG00000109501,ENST00000682059,ENSE00003916722
ENSG00000109501,ENST00000684054,ENSE00002067768
ENSG00000109501,ENST00000684054,ENSE00000701006
ENSG00000109501,ENST00000684054,ENSE00003917106
ENSG00000109501,ENST00000684700,ENSE00002067768
ENSG00000109501,ENST00000684700,ENSE00000701006
ENSG00000109501,ENST00000684700,ENSE00000701011
ENSG00000109501,ENST00000684700,ENSE00003919838
ENSG00000109501,ENST00000683395,ENSE00003920902
ENSG00000109501,ENST00000683395,ENSE00000701006
ENSG00000109501,ENST00000683395,ENSE00000701011
ENSG00000109501,ENST00000683395,ENSE00003921588
ENSG00000109501,ENST00000683395,ENSE00003919653
ENSG00000109501,ENST00000683395,ENSE00003921212
ENSG00000109501,ENST00000683395,ENSE00003917763
ENSG00000109501,ENST00000673642,ENSE00003897053
ENSG00000109501,ENST00000673642,ENSE00000701006
ENSG00000109501,ENST00000673642,ENSE00000701011
ENSG00000109501,ENST00000673642,ENSE00003648875
ENSG00000109501,ENST00000673642,ENSE00003689853
ENSG00000109501,ENST00000673642,ENSE00003635899
ENSG00000109501,ENST00000673642,ENSE00003896918
ENSG00000109501,ENST00000507765,ENSE00002080177
ENSG00000109501,ENST00000507765,ENSE00003532368
ENSG00000109501,ENST00000507765,ENSE00003489483
ENSG00000109501,ENST00000507765,ENSE00003524041
ENSG00000109501,ENST00000507765,ENSE00003685185
ENSG00000109501,ENST00000513395,ENSE00002078896
ENSG00000109501,ENST00000513395,ENSE00002069715
ENSG00000259207,ENST00000696963,ENSE00002552451
ENSG00000259207,ENST00000696963,ENSE00003541409
ENSG00000259207,ENST00000696963,ENSE00003637493
ENSG00000259207,ENST00000696963,ENSE00003528760
ENSG00000259207,ENST00000696963,ENSE00003670494
ENSG00000259207,ENST00000696963,ENSE00003492438
ENSG00000259207,ENST00000696963,ENSE00003588679
ENSG00000259207,ENST00000696963,ENSE00003484617
ENSG00000259207,ENST00000696963,ENSE00003500572
ENSG00000259207,ENST00000696963,ENSE00003648908
ENSG00000259207,ENST00000696963,ENSE00003485071
ENSG00000259207,ENST00000696963,ENSE00003464756
ENSG00000259207,ENST00000696963,ENSE00003662168
ENSG00000259207,ENST00000696963,ENSE00003533808
ENSG00000259207,ENST00000559488,ENSE00002552451
ENSG00000259207,ENST00000559488,ENSE00003541409
ENSG00000259207,ENST00000559488,ENSE00003637493
ENSG00000259207,ENST00000559488,ENSE00003528760
ENSG00000259207,ENST00000559488,ENSE00003670494
ENSG00000259207,ENST00000559488,ENSE00003492438
ENSG00000259207,ENST00000559488,ENSE00003588679
ENSG00000259207,ENST00000559488,ENSE00003484617
ENSG00000259207,ENST00000559488,ENSE00003500572
ENSG00000259207,ENST00000559488,ENSE00003648908
ENSG00000259207,ENST00000559488,ENSE00003485071
ENSG00000259207,ENST00000559488,ENSE00003464756
ENSG00000259207,ENST00000559488,ENSE00003662168
ENSG00000259207,ENST00000559488,ENSE00003969064
ENSG00000259207,ENST00000559488,ENSE00002546868
ENSG00000259207,ENST00000571680,ENSE00002632259
ENSG00000259207,ENST00000571680,ENSE00003541409
ENSG00000259207,ENST00000571680,ENSE00003637493
ENSG00000259207,ENST00000571680,ENSE00003528760
ENSG00000259207,ENST00000571680,ENSE00003670494
ENSG00000259207,ENST00000571680,ENSE00003492438
ENSG00000259207,ENST00000571680,ENSE00003588679
ENSG00000259207,ENST00000571680,ENSE00003484617
ENSG00000259207,ENST00000571680,ENSE00002667330
ENSG00000259207,ENST00000573377,ENSE00002660270
ENSG00000259207,ENST00000573377,ENSE00002632548
ENSG00000153561,ENST00000283632,ENSE00001653794
ENSG00000153561,ENST00000283632,ENSE00002531730
ENSG00000153561,ENST00000283632,ENSE00003515844
ENSG00000153561,ENST00000283632,ENSE00001011438
ENSG00000153561,ENST00000283632,ENSE00001011440
ENSG00000153561,ENST00000283632,ENSE00003607935
ENSG00000153561,ENST00000283632,ENSE00003501155
ENSG00000153561,ENST00000283632,ENSE00003553243
ENSG00000153561,ENST00000283632,ENSE00001221631
ENSG00000153561,ENST00000466417,ENSE00001944576
ENSG00000153561,ENST00000466417,ENSE00003467278
ENSG00000153561,ENST00000466417,ENSE00001923463
ENSG00000153561,ENST00000472843,ENSE00001938847
ENSG00000153561,ENST00000472843,ENSE00003551143
ENSG00000153561,ENST00000472843,ENSE00003669269
ENSG00000153561,ENST00000472843,ENSE00003649745
ENSG00000153561,ENST00000472843,ENSE00001899122
ENSG00000153561,ENST00000471113,ENSE00001948372
ENSG00000153561,ENST00000471113,ENSE00003649745
ENSG00000153561,ENST00000471113,ENSE00001891420
ENSG00000135604,ENST00000698355,ENSE00003973401
ENSG00000135604,ENST00000698355,ENSE00003973396
ENSG00000135604,ENST00000698355,ENSE00001944657
ENSG00000135604,ENST00000367568,ENSE00001445051
ENSG00000135604,ENST00000367568,ENSE00003973398
ENSG00000135604,ENST00000698356,ENSE00003973402
ENSG00000135604,ENST00000698356,ENSE00003973399
ENSG00000135604,ENST00000698356,ENSE00003973396
ENSG00000135604,ENST00000698356,ENSE00003973397
ENSG00000135604,ENST00000698357,ENSE00003973400
ENSG00000135604,ENST00000698357,ENSE00003973395
ENSG00000254585,ENST00000650528,ENSE00003833977
ENSG00000135100,ENST00000257555,ENSE00001893688
ENSG00000135100,ENST00000257555,ENSE00003700642
ENSG00000135100,ENST00000257555,ENSE00003741801
ENSG00000135100,ENST00000257555,ENSE00003701736
ENSG00000135100,ENST00000257555,ENSE00003696575
ENSG00000135100,ENST00000257555,ENSE00003697565
ENSG00000135100,ENST00000257555,ENSE00003478630
ENSG00000135100,ENST00000257555,ENSE00003514431
ENSG00000135100,ENST00000257555,ENSE00003675631
ENSG00000135100,ENST00000257555,ENSE00003901210
ENSG00000135100,ENST00000400024,ENSE00001561916
ENSG00000135100,ENST00000400024,ENSE00003700642
ENSG00000135100,ENST00000400024,ENSE00003741801
ENSG00000135100,ENST00000400024,ENSE00003701736
ENSG00000135100,ENST00000400024,ENSE00003696575
ENSG00000135100,ENST00000400024,ENSE00003697565
ENSG00000135100,ENST00000400024,ENSE00001548795
ENSG00000135100,ENST00000560968,ENSE00003536103
ENSG00000135100,ENST00000560968,ENSE00003700642
ENSG00000135100,ENST00000560968,ENSE00003741801
ENSG00000135100,ENST00000560968,ENSE00002538985
ENSG00000135100,ENST00000560968,ENSE00002560165
ENSG00000135100,ENST00000560968,ENSE00003525123
ENSG00000135100,ENST00000560968,ENSE00003586124
ENSG00000135100,ENST00000560968,ENSE00003569361
ENSG00000135100,ENST00000560968,ENSE00003690071
ENSG00000135100,ENST00000560968,ENSE00003620595
ENSG00000135100,ENST00000402929,ENSE00001551329
ENSG00000135100,ENST00000402929,ENSE00003592411
ENSG00000135100,ENST00000402929,ENSE00003749788
ENSG00000135100,ENST00000402929,ENSE00003697580
ENSG00000135100,ENST00000402929,ENSE00003696286
ENSG00000135100,ENST00000402929,ENSE00001557240
ENSG00000135100,ENST00000535955,ENSE00002239101
ENSG00000135100,ENST00000535955,ENSE00002304920
ENSG00000135100,ENST00000538626,ENSE00003737445
ENSG00000135100,ENST00000538626,ENSE00002304920
ENSG00000135100,ENST00000538646,ENSE00002260235
ENSG00000135100,ENST00000538646,ENSE00003700642
ENSG00000135100,ENST00000538646,ENSE00003523913
ENSG00000135100,ENST00000538646,ENSE00003691903
ENSG00000135100,ENST00000538646,ENSE00003697179
ENSG00000135100,ENST00000538646,ENSE00002242076
ENSG00000135100,ENST00000541924,ENSE00002260235
ENSG00000135100,ENST00000541924,ENSE00003700642
ENSG00000135100,ENST00000541924,ENSE00003741801
ENSG00000135100,ENST00000541924,ENSE00003680349
ENSG00000135100,ENST00000541924,ENSE00003697179
ENSG00000135100,ENST00000541924,ENSE00002242076
ENSG00000135100,ENST00000544574,ENSE00003734099
ENSG00000135100,ENST00000544574,ENSE00002247024
ENSG00000135100,ENST00000544574,ENSE00002242076
ENSG00000135100,ENST00000540108,ENSE00001126431
ENSG00000135100,ENST00000540108,ENSE00003509687
ENSG00000135100,ENST00000540108,ENSE00003697580
ENSG00000135100,ENST00000540108,ENSE00003696286
ENSG00000135100,ENST00000540108,ENSE00003697179
ENSG00000135100,ENST00000540108,ENSE00003586124
ENSG00000135100,ENST00000540108,ENSE00003569361
ENSG00000135100,ENST00000540108,ENSE00003690071
ENSG00000135100,ENST00000540108,ENSE00003517702
ENSG00000135100,ENST00000541395,ENSE00001126431
ENSG00000135100,ENST00000541395,ENSE00003700642
ENSG00000135100,ENST00000541395,ENSE00003741801
ENSG00000135100,ENST00000541395,ENSE00003701736
ENSG00000135100,ENST00000541395,ENSE00003696575
ENSG00000135100,ENST00000541395,ENSE00003697565
ENSG00000135100,ENST00000541395,ENSE00003478630
ENSG00000135100,ENST00000541395,ENSE00002281564
ENSG00000135100,ENST00000541395,ENSE00003901210
ENSG00000135100,ENST00000544413,ENSE00001556260
ENSG00000135100,ENST00000544413,ENSE00003700642
ENSG00000135100,ENST00000544413,ENSE00003741801
ENSG00000135100,ENST00000544413,ENSE00003701736
ENSG00000135100,ENST00000544413,ENSE00003696575
ENSG00000135100,ENST00000544413,ENSE00003697565
ENSG00000135100,ENST00000544413,ENSE00003478630
ENSG00000135100,ENST00000544413,ENSE00003514431
ENSG00000135100,ENST00000544413,ENSE00002291770
ENSG00000135100,ENST00000544413,ENSE00002222157
ENSG00000135100,ENST00000543255,ENSE00002287623
ENSG00000135100,ENST00000543255,ENSE00002242076
ENSG00000158615,ENST00000687263,ENSE00003927240
ENSG00000158615,ENST00000687263,ENSE00003938544
ENSG00000158615,ENST00000693720,ENSE00003934939
ENSG00000158615,ENST00000693720,ENSE00003927072
ENSG00000158615,ENST00000693720,ENSE00003936197
ENSG00000158615,ENST00000367188,ENSE00001443771
ENSG00000158615,ENST00000367188,ENSE00001443770
ENSG00000158615,ENST00000689921,ENSE00003923872
ENSG00000158615,ENST00000689921,ENSE00003923657
ENSG00000158615,ENST00000689921,ENSE00003923390
ENSG00000158615,ENST00000690849,ENSE00003937412
ENSG00000158615,ENST00000690849,ENSE00003931805
ENSG00000158615,ENST00000690849,ENSE00003930143
ENSG00000168267,ENST00000376504,ENSE00001470744
ENSG00000168267,ENST00000376504,ENSE00001470737
ENSG00000168267,ENST00000638469,ENSE00003807716
ENSG00000168267,ENST00000638469,ENSE00003807656
ENSG00000168267,ENST00000639082,ENSE00003808787
ENSG00000168267,ENST00000639082,ENSE00003809529
ENSG00000168267,ENST00000639873,ENSE00003806370
ENSG00000168267,ENST00000639873,ENSE00003804882
ENSG00000168267,ENST00000640579,ENSE00003810723
ENSG00000168267,ENST00000640579,ENSE00003804883
ENSG00000168267,ENST00000640697,ENSE00003811124
ENSG00000168267,ENST00000640697,ENSE00003810389
ENSG00000174697,ENST00000308868,ENSE00001422382
ENSG00000174697,ENST00000308868,ENSE00001303768
ENSG00000174697,ENST00000308868,ENSE00001208755
ENSG00000049768,ENST00000376207,ENSE00003849914
ENSG00000049768,ENST00000376207,ENSE00001316456
ENSG00000049768,ENST00000376207,ENSE00000978820
ENSG00000049768,ENST00000376207,ENSE00000670078
ENSG00000049768,ENST00000376207,ENSE00000867139
ENSG00000049768,ENST00000376207,ENSE00000867140
ENSG00000049768,ENST00000376207,ENSE00000670083
ENSG00000049768,ENST00000376207,ENSE00000670085
ENSG00000049768,ENST00000376207,ENSE00000670087
ENSG00000049768,ENST00000376207,ENSE00000670089
ENSG00000049768,ENST00000376207,ENSE00000867141
ENSG00000049768,ENST00000376207,ENSE00001865473
ENSG00000049768,ENST00000376199,ENSE00001365550
ENSG00000049768,ENST00000376199,ENSE00001316456
ENSG00000049768,ENST00000376199,ENSE00000670078
ENSG00000049768,ENST00000376199,ENSE00000867139
ENSG00000049768,ENST00000376199,ENSE00000867140
ENSG00000049768,ENST00000376199,ENSE00000670083
ENSG00000049768,ENST00000376199,ENSE00000670085
ENSG00000049768,ENST00000376199,ENSE00000670087
ENSG00000049768,ENST00000376199,ENSE00000670089
ENSG00000049768,ENST00000376199,ENSE00000867141
ENSG00000049768,ENST00000376199,ENSE00001305668
ENSG00000049768,ENST00000651307,ENSE00001316456
ENSG00000049768,ENST00000651307,ENSE00000978820
ENSG00000049768,ENST00000651307,ENSE00000670078
ENSG00000049768,ENST00000651307,ENSE00000867139
ENSG00000049768,ENST00000651307,ENSE00000867140
ENSG00000049768,ENST00000651307,ENSE00000670083
ENSG00000049768,ENST00000651307,ENSE00000670085
ENSG00000049768,ENST00000651307,ENSE00000670087
ENSG00000049768,ENST00000651307,ENSE00003842104
ENSG00000049768,ENST00000651307,ENSE00003849020
ENSG00000049768,ENST00000455775,ENSE00003845674
ENSG00000049768,ENST00000455775,ENSE00001316456
ENSG00000049768,ENST00000455775,ENSE00000978820
ENSG00000049768,ENST00000455775,ENSE00000670078
ENSG00000049768,ENST00000455775,ENSE00003714982
ENSG00000049768,ENST00000455775,ENSE00000670083
ENSG00000049768,ENST00000455775,ENSE00000670085
ENSG00000049768,ENST00000455775,ENSE00000670087
ENSG00000049768,ENST00000455775,ENSE00000670089
ENSG00000049768,ENST00000455775,ENSE00000867141
ENSG00000049768,ENST00000455775,ENSE00003850664
ENSG00000049768,ENST00000518685,ENSE00002229322
ENSG00000049768,ENST00000518685,ENSE00000978820
ENSG00000049768,ENST00000518685,ENSE00000670078
ENSG00000049768,ENST00000518685,ENSE00000867139
ENSG00000049768,ENST00000518685,ENSE00000867140
ENSG00000049768,ENST00000518685,ENSE00000670083
ENSG00000049768,ENST00000518685,ENSE00000670087
ENSG00000049768,ENST00000518685,ENSE00000670089
ENSG00000049768,ENST00000518685,ENSE00000867141
ENSG00000049768,ENST00000518685,ENSE00003624382
ENSG00000049768,ENST00000376197,ENSE00001676788
ENSG00000049768,ENST00000376197,ENSE00001469683
ENSG00000049768,ENST00000376197,ENSE00003935957
ENSG00000049768,ENST00000376197,ENSE00003932090
ENSG00000049768,ENST00000376197,ENSE00003923049
ENSG00000049768,ENST00000376197,ENSE00003925827
ENSG00000049768,ENST00000376197,ENSE00003926914
ENSG00000049768,ENST00000376197,ENSE00003925877
ENSG00000049768,ENST00000376197,ENSE00003931342
ENSG00000049768,ENST00000376197,ENSE00003925659
ENSG00000049768,ENST00000557224,ENSE00003849914
ENSG00000049768,ENST00000557224,ENSE00001316456
ENSG00000049768,ENST00000557224,ENSE00000670078
ENSG00000049768,ENST00000557224,ENSE00000867139
ENSG00000049768,ENST00000557224,ENSE00000867140
ENSG00000049768,ENST00000557224,ENSE00000670083
ENSG00000049768,ENST00000557224,ENSE00000670085
ENSG00000049768,ENST00000557224,ENSE00000670087
ENSG00000049768,ENST00000557224,ENSE00000670089
ENSG00000049768,ENST00000557224,ENSE00002289077
ENSG00000049768,ENST00000652559,ENSE00003851134
ENSG00000049768,ENST00000652559,ENSE00001316456
ENSG00000049768,ENST00000652559,ENSE00003845403
ENSG00000049768,ENST00000652559,ENSE00000867139
ENSG00000049768,ENST00000652559,ENSE00003845013
ENSG00000049768,ENST00000684155,ENSE00003849914
ENSG00000049768,ENST00000684155,ENSE00001316456
ENSG00000049768,ENST00000684155,ENSE00003922001
ENSG00000049768,ENST00000684155,ENSE00003919949
ENSG00000112419,ENST00000367584,ENSE00001653635
ENSG00000112419,ENST00000367584,ENSE00003587870
ENSG00000112419,ENST00000367584,ENSE00003489037
ENSG00000112419,ENST00000367584,ENSE00003688852
ENSG00000112419,ENST00000367584,ENSE00002726944
ENSG00000112419,ENST00000367584,ENSE00002532214
ENSG00000112419,ENST00000367584,ENSE00002440164
ENSG00000112419,ENST00000367584,ENSE00003519023
ENSG00000112419,ENST00000367584,ENSE00003479082
ENSG00000112419,ENST00000367584,ENSE00002531424
ENSG00000112419,ENST00000367584,ENSE00002511234
ENSG00000112419,ENST00000367584,ENSE00002209320
ENSG00000112419,ENST00000427704,ENSE00001548639
ENSG00000112419,ENST00000427704,ENSE00003587870
ENSG00000112419,ENST00000427704,ENSE00003489037
ENSG00000112419,ENST00000427704,ENSE00003688852
ENSG00000112419,ENST00000427704,ENSE00000764879
ENSG00000112419,ENST00000427704,ENSE00002726944
ENSG00000112419,ENST00000427704,ENSE00002532214
ENSG00000112419,ENST00000427704,ENSE00002440164
ENSG00000112419,ENST00000427704,ENSE00003519023
ENSG00000112419,ENST00000427704,ENSE00003479082
ENSG00000112419,ENST00000427704,ENSE00002531424
ENSG00000112419,ENST00000427704,ENSE00002511234
ENSG00000112419,ENST00000427704,ENSE00001546874
ENSG00000112419,ENST00000305766,ENSE00001445077
ENSG00000112419,ENST00000305766,ENSE00003587870
ENSG00000112419,ENST00000305766,ENSE00003489037
ENSG00000112419,ENST00000305766,ENSE00003688852
ENSG00000112419,ENST00000305766,ENSE00002726944
ENSG00000112419,ENST00000305766,ENSE00002532214
ENSG00000112419,ENST00000305766,ENSE00002440164
ENSG00000112419,ENST00000305766,ENSE00003519023
ENSG00000112419,ENST00000305766,ENSE00003479082
ENSG00000112419,ENST00000305766,ENSE00002531424
ENSG00000112419,ENST00000305766,ENSE00002511234
ENSG00000112419,ENST00000305766,ENSE00002289619
ENSG00000112419,ENST00000440869,ENSE00001547270
ENSG00000112419,ENST00000440869,ENSE00003587870
ENSG00000112419,ENST00000440869,ENSE00003489037
ENSG00000112419,ENST00000440869,ENSE00003688852
ENSG00000112419,ENST00000440869,ENSE00000764879
ENSG00000112419,ENST00000440869,ENSE00002726944
ENSG00000112419,ENST00000440869,ENSE00002532214
ENSG00000112419,ENST00000440869,ENSE00002440164
ENSG00000112419,ENST00000440869,ENSE00003519023
ENSG00000112419,ENST00000440869,ENSE00003479082
ENSG00000112419,ENST00000440869,ENSE00002531424
ENSG00000112419,ENST00000440869,ENSE00002511234
ENSG00000112419,ENST00000440869,ENSE00001546874
ENSG00000112419,ENST00000367582,ENSE00002258403
ENSG00000112419,ENST00000367582,ENSE00003587870
ENSG00000112419,ENST00000367582,ENSE00003489037
ENSG00000112419,ENST00000367582,ENSE00003688852
ENSG00000112419,ENST00000367582,ENSE00002726944
ENSG00000112419,ENST00000367582,ENSE00002532214
ENSG00000112419,ENST00000367582,ENSE00002440164
ENSG00000112419,ENST00000367582,ENSE00003519023
ENSG00000112419,ENST00000367582,ENSE00003479082
ENSG00000112419,ENST00000367582,ENSE00002531424
ENSG00000112419,ENST00000367582,ENSE00002511234
ENSG00000112419,ENST00000367582,ENSE00002253812
ENSG00000112419,ENST00000402863,ENSE00001799522
ENSG00000112419,ENST00000402863,ENSE00003604304
ENSG00000112419,ENST00000402863,ENSE00003480363
ENSG00000112419,ENST00000402863,ENSE00002264161
ENSG00000112419,ENST00000451827,ENSE00001780121
ENSG00000112419,ENST00000451827,ENSE00003587870
ENSG00000112419,ENST00000451827,ENSE00003489037
ENSG00000112419,ENST00000451827,ENSE00001646899
ENSG00000112419,ENST00000542769,ENSE00002224538
ENSG00000112419,ENST00000542769,ENSE00003489037
ENSG00000112419,ENST00000542769,ENSE00003688852
ENSG00000112419,ENST00000542769,ENSE00001559920
ENSG00000112419,ENST00000397980,ENSE00002219463
ENSG00000112419,ENST00000397980,ENSE00003587870
ENSG00000112419,ENST00000397980,ENSE00003489037
ENSG00000112419,ENST00000397980,ENSE00003688852
ENSG00000112419,ENST00000397980,ENSE00002206748
ENSG00000112419,ENST00000545919,ENSE00002223330
ENSG00000112419,ENST00000545919,ENSE00002202878
ENSG00000112419,ENST00000420771,ENSE00002232425
ENSG00000112419,ENST00000420771,ENSE00003539277
ENSG00000112419,ENST00000420771,ENSE00002313419
ENSG00000112419,ENST00000536245,ENSE00002297342
ENSG00000112419,ENST00000536245,ENSE00003655611
ENSG00000112419,ENST00000536245,ENSE00003671021
ENSG00000112419,ENST00000536245,ENSE00002304256
ENSG00000116288,ENST00000493373,ENSE00001835211
ENSG00000116288,ENST00000493373,ENSE00003616908
ENSG00000116288,ENST00000493373,ENSE00003623984
ENSG00000116288,ENST00000493373,ENSE00003584479
ENSG00000116288,ENST00000493373,ENSE00003499981
ENSG00000116288,ENST00000493373,ENSE00002898274
ENSG00000116288,ENST00000493373,ENSE00001889095
ENSG00000116288,ENST00000460192,ENSE00001385134
ENSG00000116288,ENST00000460192,ENSE00003607771
ENSG00000116288,ENST00000460192,ENSE00003681534
ENSG00000116288,ENST00000460192,ENSE00001947084
ENSG00000116288,ENST00000460192,ENSE00003536555
ENSG00000116288,ENST00000460192,ENSE00001816280
ENSG00000116288,ENST00000493678,ENSE00001837011
ENSG00000116288,ENST00000493678,ENSE00003616908
ENSG00000116288,ENST00000493678,ENSE00003623984
ENSG00000116288,ENST00000493678,ENSE00003584479
ENSG00000116288,ENST00000493678,ENSE00003499981
ENSG00000116288,ENST00000493678,ENSE00002898274
ENSG00000116288,ENST00000493678,ENSE00001941967
ENSG00000116288,ENST00000377493,ENSE00001888306
ENSG00000116288,ENST00000377493,ENSE00003616908
ENSG00000116288,ENST00000377493,ENSE00003623984
ENSG00000116288,ENST00000377493,ENSE00003499981
ENSG00000116288,ENST00000377493,ENSE00002898274
ENSG00000116288,ENST00000377493,ENSE00001474101
ENSG00000116288,ENST00000338639,ENSE00001049271
ENSG00000116288,ENST00000338639,ENSE00003616908
ENSG00000116288,ENST00000338639,ENSE00003623984
ENSG00000116288,ENST00000338639,ENSE00003584479
ENSG00000116288,ENST00000338639,ENSE00003499981
ENSG00000116288,ENST00000338639,ENSE00002898274
ENSG00000116288,ENST00000338639,ENSE00001941967
ENSG00000116288,ENST00000465354,ENSE00001884406
ENSG00000116288,ENST00000465354,ENSE00003607771
ENSG00000116288,ENST00000465354,ENSE00003681534
ENSG00000116288,ENST00000465354,ENSE00003536555
ENSG00000116288,ENST00000465354,ENSE00001830800
ENSG00000116288,ENST00000377491,ENSE00001474095
ENSG00000116288,ENST00000377491,ENSE00003616908
ENSG00000116288,ENST00000377491,ENSE00003623984
ENSG00000116288,ENST00000377491,ENSE00003584479
ENSG00000116288,ENST00000377491,ENSE00003499981
ENSG00000116288,ENST00000377491,ENSE00002898274
ENSG00000116288,ENST00000377491,ENSE00001474089
ENSG00000116288,ENST00000377488,ENSE00001474083
ENSG00000116288,ENST00000377488,ENSE00003616908
ENSG00000116288,ENST00000377488,ENSE00003623984
ENSG00000116288,ENST00000377488,ENSE00003584479
ENSG00000116288,ENST00000377488,ENSE00003499981
ENSG00000116288,ENST00000377488,ENSE00002898274
ENSG00000116288,ENST00000377488,ENSE00001474082
